admis_mental_hlth_rltd_cond_p_all_hosps_2016_17_asr_100k, admis_mood_affective_disorders_p_all_hosps_2016_17_num, admis_mental_hlth_rltd_cond_p_all_hosps_2016_17_sr, admis_mental_hlth_rltd_cond_p_pub_hosps_2016_17_sig, admis_mental_hlth_rltd_cond_p_all_hosps_2016_17_num, admis_mood_affective_disorders_p_all_hosps_2016_17_sig, admis_mental_hlth_rltd_cond_p_pub_hosps_2016_17_num, admis_mental_hlth_rltd_cond_p_all_hosps_2016_17_sig, admis_mood_affective_disorders_p_pub_hosps_2016_17_asr_100k, admis_mood_affective_disorders_p_pub_hosps_2016_17_sr, admis_mood_affective_disorders_p_all_hosps_2016_17_asr_100k, admis_mood_affective_disorders_p_pub_hosps_2016_17_num, admis_mental_hlth_rltd_cond_p_pub_hosps_2016_17_sr, admis_mood_affective_disorders_p_all_hosps_2016_17_sr, admis_mental_hlth_rltd_cond_p_pub_hosps_2016_17_asr_100k, admis_mood_affective_disorders_p_pub_hosps_2016_17_sig, pha_code16
1472.5,33,78,null,56,null,null,null,null,null,803.9,null,null,129,null,null,"60033"
1072.6,92,57,null,225,"**",null,"**",null,null,409.8,null,null,66,null,null,"60028"
4473.5,270,237,null,714,"**",null,"**",null,null,1626.7,null,null,260,null,null,"60017"
2830.6,96,150,null,743,"**",null,"**",null,null,364.2,null,null,58,null,null,"70007"
576.9,21,31,null,147,"**",null,"**",null,null,81.4,null,null,13,null,null,"70004"
807.5,68,43,"**",217,"**",193,"**",178.3,82,245.2,48,74,39,739.2,null,"40044"
3305.9,122,175,"**",600,null,580,"**",673.7,311,718.6,117,316,115,3151.7,"**","40000"
945.3,94,50,null,267,"**",null,"**",null,null,329.7,null,null,53,null,null,"80015"
866.1,28,46,"**",126,"**",105,"**",131.4,61,191.5,19,73,31,728.7,"*","50054"
1684.2,164,89,"**",629,"**",476,"**",220.6,102,446.4,81,128,71,1272.2,null,"50012"
1386.9,65,74,"*",230,"**",186,"**",219.8,102,374.1,37,116,60,1158.2,null,"50125"
1043.1,18,55,null,41,null,null,"**",null,null,419.6,null,null,67,null,null,"60024"
799.6,8,42,null,38,"**",null,"**",null,null,162.0,null,null,26,null,null,"60042"
2091.2,114,111,null,191,"**",null,null,null,null,1176.2,null,null,188,null,null,"60026"
1010.8,27,54,null,230,"**",null,"**",null,null,120.6,null,null,19,null,null,"70003"
5853.9,697,311,null,1390,"**",null,"**",null,null,2924.7,null,null,468,null,null,"60014"
2197.5,220,117,null,369,"**",null,"**",null,null,1283.1,null,null,205,null,null,"60038"
3756.3,342,199,null,694,"**",null,"**",null,null,1830.1,null,null,293,null,null,"60012"
555.4,19,29,null,33,"**",null,"**",null,null,299.9,null,null,48,null,null,"60045"
489.7,7,26,null,33,"**",null,"**",null,null,102.0,null,null,16,null,null,"60023"
1627.2,46,86,null,64,"**",null,null,null,null,1151.0,null,null,184,null,null,"60049"
1492.7,51,79,null,106,null,null,"*",null,null,695.8,null,null,111,null,null,"60039"
4311.1,7,229,null,78,null,null,"**",null,null,382.4,null,null,61,null,null,"80006"
1307.9,99,69,null,350,"**",null,"**",null,null,373.7,null,null,60,null,null,"80003"
897.8,51,48,null,195,"**",null,"**",null,null,250.1,null,null,40,null,null,"80007"
1051.0,49,56,null,183,"**",null,"**",null,null,282.2,null,null,45,null,null,"80014"
1165.1,59,62,null,268,"**",null,"**",null,null,252.9,null,null,40,null,null,"80019"
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"80005"
